Adrenal,Anus,Appendix,Bile Duct,Bladder,Bone,Brain,Branchial Cyst,Breast,Cervix,Colon,Diaphragm,Duodenum,Esophagus,Eye,Gallbladder,Heart,Kidney,Lg Intestine,Larynx,Lip,Liver,Lung,LN (reg),LN (dist),Omentum,Ovaries,Pancreas,Penis,Pericardium,Peritoneum,Pharynx,Pleura,Prostate,Rectum,Retroperitoneum,Salivary,Skeletal Musc,Skin,Sm Intestine,Spleen,Stomach,Testes,Thyroid,Tongue,Tonsil,Unknown,Uterus,Vagina,Vulva
0.0914846304,0.0000000000,0.0000000000,0.0000000000,0.0020701993,0.0616258756,0.0235640412,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0193341905,0.0000000000,0.0000000000,0.0000000000,0.0096623440,0.0267317004,0.0468874597,0.0142393115,0.0000000000,0.0000000000,0.0948672897,0.0796536617,0.1868181199,0.1230339555,0.0067079533,0.0000000000,0.0361849704,0.0000000000,0.0207454453,0.0212857241,0.0000000000,0.0431390616,0.0017409020,0.0000000000,0.0000000000,0.0000000000,0.0032207002,0.0134284129,0.0098893135,0.0286145810,0.0079672261,0.0000000000,0.0234111662,0.0000000000,0.0000000000,0.0000000000,0.0019525150,0.0017392489,0.0000000000
0.0931039434,0.0000000000,0.0000000000,0.0000000000,0.0018138054,0.0616412662,0.0229654694,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0191744052,0.0000000000,0.0000000000,0.0000000000,0.0097208068,0.0266000946,0.0467583801,0.0143855664,0.0000000000,0.0000000000,0.0944367039,0.0791427063,0.1870596918,0.1231858069,0.0067347745,0.0000000000,0.0361951504,0.0000000000,0.0203467902,0.0211006938,0.0000000000,0.0433022300,0.0017003732,0.0000000000,0.0000000000,0.0000000000,0.0031210395,0.0135673316,0.0099465269,0.0286316313,0.0080780463,0.0000000000,0.0236545568,0.0000000000,0.0000000000,0.0000000000,0.0019179371,0.0017142722,0.0000000000
0.0923524826,0.0000000000,0.0000000000,0.0000000000,0.0019927153,0.0614765856,0.0230743454,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0192574110,0.0000000000,0.0000000000,0.0000000000,0.0096314752,0.0262819319,0.0467228377,0.0141994911,0.0000000000,0.0000000000,0.0946828562,0.0794761810,0.1876675768,0.1229173284,0.0068538845,0.0000000000,0.0361068119,0.0000000000,0.0201144379,0.0209090089,0.0000000000,0.0432763995,0.0017390061,0.0000000000,0.0000000000,0.0000000000,0.0031327096,0.0135963751,0.0099165298,0.0287673028,0.0080237665,0.0000000000,0.0240703352,0.0000000000,0.0000000000,0.0000000000,0.0019915562,0.0017686575,0.0000000000
0.0928552297,0.0000000000,0.0000000000,0.0000000000,0.0019913258,0.0616873140,0.0232114063,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0191984718,0.0000000000,0.0000000000,0.0000000000,0.0096690717,0.0267294381,0.0467118478,0.0143378004,0.0000000000,0.0000000000,0.0944788516,0.0787169285,0.1870687931,0.1231912540,0.0068265980,0.0000000000,0.0358990895,0.0000000000,0.0205211120,0.0212427711,0.0000000000,0.0430148367,0.0016857698,0.0000000000,0.0000000000,0.0000000000,0.0031142218,0.0138054258,0.0099476669,0.0287015596,0.0078953721,0.0000000000,0.0235817625,0.0000000000,0.0000000000,0.0000000000,0.0021628135,0.0017532677,0.0000000000
0.0923942883,0.0000000000,0.0000000000,0.0000000000,0.0020883567,0.0614878247,0.0229011825,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0192891110,0.0000000000,0.0000000000,0.0000000000,0.0096789768,0.0262298915,0.0466665615,0.0143389421,0.0000000000,0.0000000000,0.0949123641,0.0793674458,0.1869655512,0.1230445875,0.0067533630,0.0000000000,0.0360377429,0.0000000000,0.0201785062,0.0208317120,0.0000000000,0.0433422645,0.0016757827,0.0000000000,0.0000000000,0.0000000000,0.0031347081,0.0141132039,0.0098672182,0.0289495665,0.0079323817,0.0000000000,0.0240697835,0.0000000000,0.0000000000,0.0000000000,0.0020062944,0.0017423886,0.0000000000
0.0921744016,0.0000000000,0.0000000000,0.0000000000,0.0019208648,0.0616074095,0.0235536348,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0190129555,0.0000000000,0.0000000000,0.0000000000,0.0097390606,0.0266359617,0.0466919931,0.0141716032,0.0000000000,0.0000000000,0.0955536275,0.0789923155,0.1870778688,0.1231654593,0.0069374847,0.0000000000,0.0361611805,0.0000000000,0.0201324402,0.0213377367,0.0000000000,0.0431729657,0.0017306826,0.0000000000,0.0000000000,0.0000000000,0.0032489096,0.0134764633,0.0098412282,0.0284840555,0.0079817503,0.0000000000,0.0235832273,0.0000000000,0.0000000000,0.0000000000,0.0019210912,0.0016936285,0.0000000000
0.0927302314,0.0000000000,0.0000000000,0.0000000000,0.0019903451,0.0615058357,0.0236771167,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0193038013,0.0000000000,0.0000000000,0.0000000000,0.0096979414,0.0262270411,0.0467688026,0.0144495375,0.0000000000,0.0000000000,0.0944566375,0.0792129815,0.1873244476,0.1230085818,0.0067515797,0.0000000000,0.0359284638,0.0000000000,0.0200697519,0.0210817242,0.0000000000,0.0432996396,0.0016986888,0.0000000000,0.0000000000,0.0000000000,0.0032001279,0.0138603548,0.0098463531,0.0287636796,0.0080258520,0.0000000000,0.0234980111,0.0000000000,0.0000000000,0.0000000000,0.0018937568,0.0017287154,0.0000000000
0.0920650532,0.0000000000,0.0000000000,0.0000000000,0.0019411634,0.0615518707,0.0237527955,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0193059075,0.0000000000,0.0000000000,0.0000000000,0.0096823851,0.0266257497,0.0470398780,0.0143520655,0.0000000000,0.0000000000,0.0941231304,0.0798792431,0.1865314708,0.1228591632,0.0069048022,0.0000000000,0.0362696336,0.0000000000,0.0205899427,0.0211378480,0.0000000000,0.0434174912,0.0016974486,0.0000000000,0.0000000000,0.0000000000,0.0031208243,0.0135360345,0.0099256974,0.0287267656,0.0079878444,0.0000000000,0.0233903674,0.0000000000,0.0000000000,0.0000000000,0.0018572183,0.0017282056,0.0000000000
0.0921997674,0.0000000000,0.0000000000,0.0000000000,0.0019531827,0.0615589946,0.0230790479,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0192233784,0.0000000000,0.0000000000,0.0000000000,0.0096931424,0.0266580328,0.0468355702,0.0140946110,0.0000000000,0.0000000000,0.0947580400,0.0790615501,0.1873573667,0.1232912037,0.0067106135,0.0000000000,0.0356267540,0.0000000000,0.0207107534,0.0214134557,0.0000000000,0.0434815906,0.0017108236,0.0000000000,0.0000000000,0.0000000000,0.0031548969,0.0138753353,0.0099052420,0.0284885829,0.0079705353,0.0000000000,0.0235591493,0.0000000000,0.0000000000,0.0000000000,0.0018797940,0.0017485856,0.0000000000
0.0927115514,0.0000000000,0.0000000000,0.0000000000,0.0019873514,0.0616860308,0.0229847143,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0192708245,0.0000000000,0.0000000000,0.0000000000,0.0096187422,0.0265817237,0.0469288543,0.0141794639,0.0000000000,0.0000000000,0.0944259583,0.0785403865,0.1868669029,0.1231311107,0.0068103666,0.0000000000,0.0368029474,0.0000000000,0.0204143767,0.0210660148,0.0000000000,0.0431454581,0.0017543245,0.0000000000,0.0000000000,0.0000000000,0.0030989718,0.0136312993,0.0099324500,0.0284934656,0.0079225279,0.0000000000,0.0240694409,0.0000000000,0.0000000000,0.0000000000,0.0021322782,0.0018124632,0.0000000000
0.0927679425,0.0000000000,0.0000000000,0.0000000000,0.0020334175,0.0615968024,0.0238602664,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0191621523,0.0000000000,0.0000000000,0.0000000000,0.0096621354,0.0263115938,0.0467132896,0.0142444906,0.0000000000,0.0000000000,0.0947482155,0.0781333793,0.1873908245,0.1229644559,0.0067335021,0.0000000000,0.0364154397,0.0000000000,0.0206665167,0.0209709960,0.0000000000,0.0431634283,0.0017755621,0.0000000000,0.0000000000,0.0000000000,0.0031336140,0.0139647559,0.0097818750,0.0288162745,0.0079653814,0.0000000000,0.0233205842,0.0000000000,0.0000000000,0.0000000000,0.0019383103,0.0017647944,0.0000000000
0.0915044836,0.0000000000,0.0000000000,0.0000000000,0.0017647095,0.0615666177,0.0236026586,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0191214411,0.0000000000,0.0000000000,0.0000000000,0.0096459518,0.0269992518,0.0473608912,0.0141789253,0.0000000000,0.0000000000,0.0944621306,0.0804062158,0.1869680399,0.1230619014,0.0067272971,0.0000000000,0.0364735364,0.0000000000,0.0205428761,0.0205431643,0.0000000000,0.0431377886,0.0016915079,0.0000000000,0.0000000000,0.0000000000,0.0031630765,0.0139448157,0.0097488491,0.0286355636,0.0080073936,0.0000000000,0.0233520005,0.0000000000,0.0000000000,0.0000000000,0.0016750816,0.0017138306,0.0000000000
0.1316462369,0.0000000000,0.0000000000,0.0000000000,0.0000869000,0.0591406058,0.0327418704,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0216893725,0.0000000000,0.0000000000,0.0000000000,0.0101506204,0.0363923670,0.0667699600,0.0172374775,0.0000000000,0.0000000000,0.0802793709,0.0522269103,0.1511495873,0.1192838043,0.0030499029,0.0000000000,0.0465983812,0.0000000000,0.0273275698,0.0038446864,0.0000000000,0.0473486465,0.0006361838,0.0000000000,0.0000000000,0.0000000000,0.0041275510,0.0043892216,0.0078592088,0.0341503094,0.0094878137,0.0000000000,0.0317993993,0.0000000000,0.0000000000,0.0000000000,0.0000654556,0.0005206050,0.0000000000
0.0924313220,0.0000000000,0.0000000000,0.0000000000,0.0014120086,0.0615933071,0.0238177654,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0191200403,0.0000000000,0.0000000000,0.0000000000,0.0095888753,0.0269392057,0.0469281728,0.0144688719,0.0000000000,0.0000000000,0.0952882908,0.0803194273,0.1865310961,0.1230683698,0.0068394436,0.0000000000,0.0363402649,0.0000000000,0.0202665065,0.0204097963,0.0000000000,0.0434405079,0.0016810935,0.0000000000,0.0000000000,0.0000000000,0.0031223428,0.0134471028,0.0098733606,0.0285991237,0.0078902804,0.0000000000,0.0235815603,0.0000000000,0.0000000000,0.0000000000,0.0013484202,0.0016534434,0.0000000000
0.0923241406,0.0000000000,0.0000000000,0.0000000000,0.0016350548,0.0615405875,0.0237395463,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0193070432,0.0000000000,0.0000000000,0.0000000000,0.0096389042,0.0264896497,0.0465683285,0.0142789459,0.0000000000,0.0000000000,0.0947260235,0.0798488758,0.1872960187,0.1231072129,0.0066711792,0.0000000000,0.0362598085,0.0000000000,0.0209297653,0.0205663527,0.0000000000,0.0431605032,0.0017079013,0.0000000000,0.0000000000,0.0000000000,0.0031279936,0.0132044717,0.0097956793,0.0286563369,0.0078620524,0.0000000000,0.0240242248,0.0000000000,0.0000000000,0.0000000000,0.0018364642,0.0016969353,0.0000000000
0.0926660615,0.0000000000,0.0000000000,0.0000000000,0.0019803521,0.0615525915,0.0231934942,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0191477182,0.0000000000,0.0000000000,0.0000000000,0.0097010997,0.0267434352,0.0461234110,0.0143950963,0.0000000000,0.0000000000,0.0948795202,0.0794550764,0.1862571321,0.1231655774,0.0067565531,0.0000000000,0.0358989874,0.0000000000,0.0204270309,0.0215812255,0.0000000000,0.0433147454,0.0017445630,0.0000000000,0.0000000000,0.0000000000,0.0032730691,0.0137453513,0.0097466218,0.0287972757,0.0080069635,0.0000000000,0.0236357461,0.0000000000,0.0000000000,0.0000000000,0.0020466691,0.0017646324,0.0000000000
0.0925348211,0.0000000000,0.0000000000,0.0000000000,0.0019886644,0.0615578430,0.0232916109,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0193504868,0.0000000000,0.0000000000,0.0000000000,0.0096560384,0.0263718963,0.0462670281,0.0141316964,0.0000000000,0.0000000000,0.0951079058,0.0801867248,0.1867053396,0.1231787561,0.0069280918,0.0000000000,0.0363226666,0.0000000000,0.0201743463,0.0207304493,0.0000000000,0.0430293889,0.0017089362,0.0000000000,0.0000000000,0.0000000000,0.0031012409,0.0138798363,0.0099028155,0.0286760349,0.0079608906,0.0000000000,0.0233873124,0.0000000000,0.0000000000,0.0000000000,0.0021130442,0.0017561342,0.0000000000
0.0917639389,0.0000000000,0.0000000000,0.0000000000,0.0019549355,0.0616551012,0.0236606961,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0193607885,0.0000000000,0.0000000000,0.0000000000,0.0097078705,0.0261223785,0.0468802692,0.0142041670,0.0000000000,0.0000000000,0.0949991505,0.0788186693,0.1874450609,0.1231922727,0.0067251312,0.0000000000,0.0359942046,0.0000000000,0.0207397143,0.0211165104,0.0000000000,0.0433733639,0.0017079167,0.0000000000,0.0000000000,0.0000000000,0.0032196515,0.0139033527,0.0098087609,0.0288300687,0.0080179740,0.0000000000,0.0231130552,0.0000000000,0.0000000000,0.0000000000,0.0019154765,0.0017695206,0.0000000000
0.0926730063,0.0000000000,0.0000000000,0.0000000000,0.0020301870,0.0617615476,0.0233063622,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0190685442,0.0000000000,0.0000000000,0.0000000000,0.0096673232,0.0268551211,0.0473403477,0.0141938247,0.0000000000,0.0000000000,0.0946847111,0.0789142785,0.1869136823,0.1231267011,0.0067986974,0.0000000000,0.0364073188,0.0000000000,0.0205130500,0.0199688672,0.0000000000,0.0431950372,0.0017432947,0.0000000000,0.0000000000,0.0000000000,0.0031199437,0.0135340355,0.0098575032,0.0287229883,0.0079688181,0.0000000000,0.0240189264,0.0000000000,0.0000000000,0.0000000000,0.0018670138,0.0017488687,0.0000000000
0.0919974986,0.0000000000,0.0000000000,0.0000000000,0.0018662738,0.0615587669,0.0237810678,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0192906599,0.0000000000,0.0000000000,0.0000000000,0.0097248019,0.0263379985,0.0471784850,0.0142985934,0.0000000000,0.0000000000,0.0947386217,0.0790825558,0.1877575663,0.1230254109,0.0067028183,0.0000000000,0.0360965068,0.0000000000,0.0202919959,0.0204322796,0.0000000000,0.0431790461,0.0017515442,0.0000000000,0.0000000000,0.0000000000,0.0032244139,0.0137215743,0.0098225505,0.0287870917,0.0080776953,0.0000000000,0.0236251315,0.0000000000,0.0000000000,0.0000000000,0.0018867993,0.0017622521,0.0000000000
0.0923318082,0.0000000000,0.0000000000,0.0000000000,0.0018133995,0.0616749183,0.0232168361,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0191704132,0.0000000000,0.0000000000,0.0000000000,0.0097231114,0.0266715582,0.0467525464,0.0144265922,0.0000000000,0.0000000000,0.0942912873,0.0786826036,0.1875448396,0.1229864335,0.0067677540,0.0000000000,0.0361697123,0.0000000000,0.0207181870,0.0210593340,0.0000000000,0.0431531244,0.0017060330,0.0000000000,0.0000000000,0.0000000000,0.0032258387,0.0136977907,0.0098562818,0.0293767815,0.0080631191,0.0000000000,0.0232506219,0.0000000000,0.0000000000,0.0000000000,0.0019226164,0.0017464579,0.0000000000
0.0930141584,0.0000000000,0.0000000000,0.0000000000,0.0018691977,0.0615280922,0.0237687467,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0191818371,0.0000000000,0.0000000000,0.0000000000,0.0096712940,0.0265221732,0.0469059445,0.0142030204,0.0000000000,0.0000000000,0.0945787125,0.0798743656,0.1862793811,0.1229948066,0.0068469225,0.0000000000,0.0363507594,0.0000000000,0.0204258676,0.0199535424,0.0000000000,0.0430219193,0.0017138404,0.0000000000,0.0000000000,0.0000000000,0.0031115743,0.0135870019,0.0097885167,0.0288549646,0.0079667615,0.0000000000,0.0240408761,0.0000000000,0.0000000000,0.0000000000,0.0022429932,0.0017027299,0.0000000000
0.0923843995,0.0000000000,0.0000000000,0.0000000000,0.0017941657,0.0615911621,0.0232917176,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0191846039,0.0000000000,0.0000000000,0.0000000000,0.0096823303,0.0271226459,0.0468607912,0.0141811591,0.0000000000,0.0000000000,0.0952053098,0.0791839356,0.1871134406,0.1231194834,0.0067602822,0.0000000000,0.0362452165,0.0000000000,0.0202601922,0.0204041914,0.0000000000,0.0434341408,0.0016324719,0.0000000000,0.0000000000,0.0000000000,0.0031353306,0.0137447834,0.0098922038,0.0287133677,0.0080480970,0.0000000000,0.0234536844,0.0000000000,0.0000000000,0.0000000000,0.0018644276,0.0016964658,0.0000000000
0.0927273731,0.0000000000,0.0000000000,0.0000000000,0.0020054592,0.0616076244,0.0236620272,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0191953991,0.0000000000,0.0000000000,0.0000000000,0.0096952968,0.0258956671,0.0462705531,0.0141536517,0.0000000000,0.0000000000,0.0951370879,0.0799011630,0.1868096637,0.1230953193,0.0068711501,0.0000000000,0.0362147543,0.0000000000,0.0203193645,0.0213006079,0.0000000000,0.0431942267,0.0017097304,0.0000000000,0.0000000000,0.0000000000,0.0031083463,0.0136926703,0.0099147544,0.0286326544,0.0078396435,0.0000000000,0.0233360742,0.0000000000,0.0000000000,0.0000000000,0.0019972379,0.0017124993,0.0000000000
0.0923794482,0.0000000000,0.0000000000,0.0000000000,0.0019627543,0.0615928300,0.0234004218,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0194570131,0.0000000000,0.0000000000,0.0000000000,0.0096780151,0.0267987715,0.0457483301,0.0141740793,0.0000000000,0.0000000000,0.0944136145,0.0791663290,0.1874896131,0.1232280408,0.0067338839,0.0000000000,0.0367319810,0.0000000000,0.0201284512,0.0210457482,0.0000000000,0.0432103183,0.0017236395,0.0000000000,0.0000000000,0.0000000000,0.0031923018,0.0138010537,0.0099432575,0.0285576087,0.0079486250,0.0000000000,0.0237176522,0.0000000000,0.0000000000,0.0000000000,0.0019752505,0.0018009674,0.0000000000
0.0927829172,0.0000000000,0.0000000000,0.0000000000,0.0020840452,0.0615654412,0.0233546800,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0190612116,0.0000000000,0.0000000000,0.0000000000,0.0096383671,0.0264732026,0.0467518627,0.0142305488,0.0000000000,0.0000000000,0.0946677351,0.0785681553,0.1871929179,0.1231730704,0.0067067099,0.0000000000,0.0361580660,0.0000000000,0.0201256077,0.0212215724,0.0000000000,0.0429319272,0.0017368387,0.0000000000,0.0000000000,0.0000000000,0.0031079585,0.0147262353,0.0098825283,0.0285159120,0.0078379839,0.0000000000,0.0237288218,0.0000000000,0.0000000000,0.0000000000,0.0020044235,0.0017712598,0.0000000000
0.0918613386,0.0000000000,0.0000000000,0.0000000000,0.0020782669,0.0615432992,0.0232386188,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0193132803,0.0000000000,0.0000000000,0.0000000000,0.0096777993,0.0266317090,0.0466988581,0.0143030421,0.0000000000,0.0000000000,0.0952461119,0.0801090892,0.1869774676,0.1230392211,0.0066627053,0.0000000000,0.0359994057,0.0000000000,0.0200649236,0.0205579610,0.0000000000,0.0429740091,0.0017426628,0.0000000000,0.0000000000,0.0000000000,0.0031830342,0.0139502877,0.0098728714,0.0286973353,0.0080598354,0.0000000000,0.0236377661,0.0000000000,0.0000000000,0.0000000000,0.0021123828,0.0017667175,0.0000000000
0.0921475236,0.0000000000,0.0000000000,0.0000000000,0.0019565025,0.0616250925,0.0231744001,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0191448120,0.0000000000,0.0000000000,0.0000000000,0.0097070533,0.0265854681,0.0468164256,0.0143692053,0.0000000000,0.0000000000,0.0950290949,0.0802988794,0.1863224768,0.1232311713,0.0066982787,0.0000000000,0.0360186416,0.0000000000,0.0203991994,0.0209130121,0.0000000000,0.0431934483,0.0017158753,0.0000000000,0.0000000000,0.0000000000,0.0031524986,0.0135211965,0.0098899484,0.0285275998,0.0079386737,0.0000000000,0.0237552578,0.0000000000,0.0000000000,0.0000000000,0.0021170043,0.0017512599,0.0000000000
